 1,636,096	 611.0
 1,533,887	 567.6
 1,426,044	 523.0
 1,425,486	 506.5
 1,439,480	 504.5
 1,423,677	 494.4
 1,383,676	 475.8
 1,360,088	 463.2
 1,390,745	 469.0
 1,435,123	 479.3
 1,422,970	 471.8
 1,394,461	 458.6
 1,325,896	 431.9
 1,251,248	 404.5
 1,206,005	 387.1
 1,217,057	 387.8
 1,168,298	 369.1
 1,153,022	 361.6
 1,199,310	 373.7
 1,248,185	 386.3
